manager,season,gw,gw_points,total_points,avg_last3,avg_last5,std_last5,final_points
mika,2022,3,44,147,49.0,49.0,9.539392014169456,2291.0
mika,2022,4,44,191,49.333333333333336,47.75,8.180260794538684,2291.0
mika,2022,5,40,231,42.666666666666664,46.2,7.886697661252142,2291.0
mika,2022,6,62,293,48.666666666666664,50.0,10.198039027185569,2291.0
mika,2022,7,0,293,34.0,38.0,22.891046284519195,2291.0
mika,2022,8,53,346,38.333333333333336,39.8,23.815961034566715,2291.0
mika,2022,9,68,414,40.333333333333336,44.6,27.07027890510181,2291.0
mika,2022,10,73,487,64.66666666666667,51.2,29.575327555244424,2291.0
mika,2022,11,50,537,63.666666666666664,48.8,28.960317677815624,2291.0
mika,2022,12,56,593,59.666666666666664,60.0,9.974968671630007,2291.0
mika,2022,13,54,647,53.333333333333336,60.2,9.808159868191389,2291.0
mika,2022,14,58,705,56.0,58.2,8.786353054595526,2291.0
mika,2022,15,48,753,53.333333333333336,53.2,4.147288270665562,2291.0
mika,2022,16,64,817,56.666666666666664,56.0,5.830951894845312,2291.0
mika,2022,17,100,917,70.66666666666667,64.8,20.523157651784487,2291.0
mika,2022,18,66,983,76.66666666666667,67.2,19.626512680555354,2291.0
mika,2022,19,40,1023,68.66666666666667,63.6,23.08246087400562,2291.0
mika,2022,20,63,1086,56.333333333333336,66.6,21.466252583997985,2291.0
mika,2022,21,101,1187,68.0,74.0,26.20114501314781,2291.0
mika,2022,22,35,1222,66.33333333333333,61.0,26.20114501314781,2291.0
mika,2022,23,88,1310,74.66666666666667,65.4,28.953410852609405,2291.0
mika,2022,24,73,1383,65.33333333333333,72.0,25.23885892824793,2291.0
mika,2022,25,104,1487,88.33333333333333,80.2,28.08380316125293,2291.0
mika,2022,26,41,1528,72.66666666666667,68.2,29.743906939069053,2291.0
mika,2022,27,77,1605,74.0,76.6,23.244354153213205,2291.0
mika,2022,28,38,1643,52.0,66.6,27.482721844824614,2291.0
mika,2022,29,106,1749,73.66666666666667,73.2,32.84356862461812,2291.0
mika,2022,30,54,1803,66.0,63.2,28.43765109849968,2291.0
mika,2022,31,69,1872,76.33333333333333,68.8,25.58710612789184,2291.0
mika,2022,32,54,1926,59.0,64.2,25.810850431553007,2291.0
mika,2022,33,61,1987,61.333333333333336,68.8,21.695621678117455,2291.0
mika,2022,34,70,2057,61.666666666666664,61.6,7.765307463326867,2291.0
mika,2022,35,37,2094,56.0,58.2,13.51665639128257,2291.0
mika,2022,36,79,2173,62.0,60.2,16.021860066796236,2291.0
mika,2022,37,66,2239,60.666666666666664,62.6,15.75753787874235,2291.0
mika,2022,38,52,2291,65.66666666666667,60.8,16.48332490731163,2291.0
roger,2022,1,57,57,57.0,57.0,0.0,2238.0
roger,2022,2,67,124,62.0,62.0,7.0710678118654755,2238.0
roger,2022,3,58,182,60.666666666666664,60.666666666666664,5.507570547286101,2238.0
roger,2022,4,59,241,61.333333333333336,60.25,4.573474244670747,2238.0
roger,2022,5,48,289,55.0,57.8,6.760177512462227,2238.0
roger,2022,6,48,337,51.666666666666664,56.0,8.093207028119322,2238.0
roger,2022,7,0,337,32.0,42.6,24.388521890430344,2238.0
roger,2022,8,49,386,32.333333333333336,40.8,23.274449510138798,2238.0
roger,2022,9,85,471,44.666666666666664,46.0,30.22416251941483,2238.0
roger,2022,10,38,509,57.333333333333336,44.0,30.38914279804549,2238.0
roger,2022,11,35,544,52.666666666666664,41.4,30.51720826025867,2238.0
roger,2022,12,36,580,36.333333333333336,48.6,21.102132593650342,2238.0
roger,2022,13,36,616,35.666666666666664,46.0,21.828879952943076,2238.0
roger,2022,14,52,668,41.333333333333336,39.4,7.127411872482193,2238.0
roger,2022,15,52,720,46.666666666666664,42.2,8.95544527089525,2238.0
roger,2022,16,41,761,48.333333333333336,43.4,8.111719916269305,2238.0
roger,2022,17,76,837,56.333333333333336,51.4,15.420765220960993,2238.0
roger,2022,18,51,888,56.0,54.4,12.934450123604023,2238.0
roger,2022,19,60,948,62.333333333333336,56.0,13.0575648572006,2238.0
roger,2022,20,56,1004,55.666666666666664,56.8,12.872451204024822,2238.0
roger,2022,21,78,1082,64.66666666666667,64.2,12.132600710482485,2238.0
roger,2022,22,86,1168,73.33333333333333,66.2,15.03994680841658,2238.0
roger,2022,23,85,1253,83.0,73.0,14.106735979665887,2238.0
roger,2022,24,54,1307,75.0,71.8,15.658863304850708,2238.0
roger,2022,25,86,1393,75.0,77.8,13.718600511714017,2238.0
roger,2022,26,30,1423,56.666666666666664,68.2,25.381095327034256,2238.0
roger,2022,27,51,1474,55.666666666666664,61.2,24.03539057306954,2238.0
roger,2022,28,49,1523,43.333333333333336,54.0,20.211382931407744,2238.0
roger,2022,29,106,1629,68.66666666666667,64.4,30.81071242279218,2238.0
roger,2022,30,55,1684,70.0,58.2,28.402464681784224,2238.0
roger,2022,31,50,1734,70.33333333333333,62.2,24.590648629102898,2238.0
roger,2022,32,52,1786,52.333333333333336,62.4,24.48060456769808,2238.0
roger,2022,33,42,1828,48.0,61.0,25.612496949731398,2238.0
roger,2022,34,101,1929,65.0,60.0,23.420076857260742,2238.0
roger,2022,35,56,1985,66.33333333333333,60.2,23.370922104187507,2238.0
roger,2022,36,140,2125,99.0,78.2,41.318276827573534,2238.0
roger,2022,37,65,2190,87.0,80.8,39.632057731084316,2238.0
roger,2022,38,48,2238,84.33333333333333,82.0,38.22956970723056,2238.0
saughn,2022,1,53,53,53.0,53.0,0.0,2050.0
saughn,2022,2,55,108,54.0,54.0,1.4142135623730951,2050.0
saughn,2022,3,53,161,53.666666666666664,53.666666666666664,1.154700538379251,2050.0
saughn,2022,4,66,227,58.0,56.75,6.238322424070968,2050.0
saughn,2022,5,56,283,58.333333333333336,56.6,5.412947441089744,2050.0
saughn,2022,6,56,339,59.333333333333336,57.2,5.069516742254631,2050.0
saughn,2022,7,0,339,37.333333333333336,46.2,26.290682760247975,2050.0
saughn,2022,8,65,404,40.333333333333336,48.6,27.5826032128949,2050.0
saughn,2022,9,72,476,45.666666666666664,49.8,28.639134065121453,2050.0
saughn,2022,10,55,531,64.0,49.6,28.588459209967926,2050.0
saughn,2022,11,31,562,52.666666666666664,44.6,29.364945087638084,2050.0
saughn,2022,12,45,607,43.666666666666664,53.6,16.241921068642093,2050.0
saughn,2022,13,48,655,41.333333333333336,50.2,14.989996664442586,2050.0
saughn,2022,14,55,710,49.333333333333336,46.8,9.859006035092984,2050.0
saughn,2022,15,60,770,54.333333333333336,47.8,11.077003204838388,2050.0
saughn,2022,16,51,821,55.333333333333336,51.8,5.8906705900092495,2050.0
saughn,2022,17,67,888,59.333333333333336,56.2,7.529940238806674,2050.0
saughn,2022,18,47,935,55.0,56.0,7.810249675906648,2050.0
saughn,2022,19,63,998,59.0,57.6,8.354639429682162,2050.0
saughn,2022,20,65,1063,58.333333333333336,58.6,8.988882021697687,2050.0
saughn,2022,21,60,1123,62.666666666666664,60.4,7.924645102463573,2050.0
saughn,2022,22,55,1178,60.0,58.0,7.211102550927971,2050.0
saughn,2022,23,63,1241,59.333333333333336,61.2,3.8987177379235707,2050.0
saughn,2022,24,41,1282,53.0,56.8,9.602083107326237,2050.0
saughn,2022,25,59,1341,54.333333333333336,55.6,8.648699324175853,2050.0
saughn,2022,26,42,1383,47.333333333333336,52.0,9.999999999999993,2050.0
saughn,2022,27,83,1466,61.333333333333336,57.6,17.285832349065515,2050.0
saughn,2022,28,17,1483,47.333333333333336,48.4,24.44994887520217,2050.0
saughn,2022,29,102,1585,67.33333333333333,60.6,33.411076007815126,2050.0
saughn,2022,30,47,1632,55.333333333333336,58.2,33.98087697514588,2050.0
saughn,2022,31,34,1666,61.0,56.6,35.104130811059825,2050.0
saughn,2022,32,56,1722,45.666666666666664,51.2,31.964042297556794,2050.0
saughn,2022,33,50,1772,46.666666666666664,57.8,25.98461083025874,2050.0
saughn,2022,34,101,1873,69.0,57.6,25.559733957926866,2050.0
saughn,2022,35,45,1918,65.33333333333333,57.2,25.78177650977527,2050.0
saughn,2022,36,55,1973,67.0,61.4,22.56767599909215,2050.0
saughn,2022,37,47,2020,49.0,59.6,23.447814397081867,2050.0
saughn,2022,38,30,2050,44.0,55.6,26.940675566882128,2050.0
simon,2022,1,58,58,58.0,58.0,0.0,2298.0
simon,2022,2,50,108,54.0,54.0,5.656854249492381,2298.0
simon,2022,3,45,153,51.0,51.0,6.557438524302,2298.0
simon,2022,4,71,224,55.333333333333336,56.0,11.343133018115703,2298.0
simon,2022,5,69,293,61.666666666666664,58.6,11.414902540100814,2298.0
simon,2022,6,47,340,62.333333333333336,56.4,12.561846997953765,2298.0
simon,2022,7,0,340,38.666666666666664,46.4,28.597202660400196,2298.0
simon,2022,8,42,382,29.666666666666668,45.8,28.665310045419012,2298.0
simon,2022,9,92,474,44.666666666666664,50.0,34.27097897638759,2298.0
simon,2022,10,58,532,64.0,47.8,33.07869404919124,2298.0
simon,2022,11,40,572,63.333333333333336,46.4,33.26860381801436,2298.0
simon,2022,12,54,626,50.666666666666664,57.2,20.9093280618962,2298.0
simon,2022,13,81,707,58.333333333333336,65.0,21.095023109728988,2298.0
simon,2022,14,60,767,65.0,58.6,14.758048651498612,2298.0
simon,2022,15,49,816,63.333333333333336,56.8,15.385057685949702,2298.0
simon,2022,16,37,853,48.666666666666664,56.2,16.238842323269232,2298.0
simon,2022,17,84,937,56.666666666666664,62.2,20.26573462769115,2298.0
simon,2022,18,55,992,58.666666666666664,57.0,17.36375535418534,2298.0
simon,2022,19,51,1043,63.333333333333336,55.2,17.441330224498362,2298.0
simon,2022,20,62,1105,56.0,57.8,17.253985046939157,2298.0
simon,2022,21,71,1176,61.333333333333336,64.6,13.240090634130873,2298.0
simon,2022,22,46,1222,59.666666666666664,57.0,9.772410142846029,2298.0
simon,2022,23,72,1294,63.0,60.4,11.674759098157015,2298.0
simon,2022,24,61,1355,59.666666666666664,62.4,10.454664030948104,2298.0
simon,2022,25,100,1455,77.66666666666667,70.0,19.76107284536951,2298.0
simon,2022,26,48,1503,69.66666666666667,65.4,22.01817431123662,2298.0
simon,2022,27,90,1593,79.33333333333333,74.2,21.099763031844702,2298.0
simon,2022,28,63,1656,67.0,72.4,21.70944494914599,2298.0
simon,2022,29,107,1763,86.66666666666667,81.6,25.145576151681247,2298.0
simon,2022,30,59,1822,76.33333333333333,73.4,24.316660954991345,2298.0
simon,2022,31,63,1885,76.33333333333333,76.4,21.113976413740748,2298.0
simon,2022,32,33,1918,51.666666666666664,65.0,26.608269391300155,2298.0
simon,2022,33,44,1962,46.666666666666664,61.2,28.270125574535406,2298.0
simon,2022,34,85,2047,54.0,56.8,19.804039991880465,2298.0
simon,2022,35,37,2084,55.333333333333336,52.4,21.559220765139006,2298.0
simon,2022,36,96,2180,72.66666666666667,59.0,29.283100928692658,2298.0
simon,2022,37,62,2242,65.0,64.8,25.46958971008369,2298.0
simon,2022,38,56,2298,71.33333333333333,67.2,23.5095725184445,2298.0
vitty,2022,1,45,45,45.0,45.0,0.0,1677.0
vitty,2022,2,50,95,47.5,47.5,3.5355339059327378,1677.0
vitty,2022,3,61,156,52.0,52.0,8.18535277187245,1677.0
vitty,2022,4,60,216,57.0,54.0,7.788880963698615,1677.0
vitty,2022,5,43,259,54.666666666666664,51.8,8.348652585896719,1677.0
vitty,2022,6,50,309,51.0,52.8,7.596051605933177,1677.0
vitty,2022,7,0,309,31.0,42.8,25.053941805632103,1677.0
vitty,2022,8,47,356,32.333333333333336,40.0,23.227139298673865,1677.0
vitty,2022,9,36,392,27.666666666666668,35.2,20.364184245876384,1677.0
vitty,2022,10,34,426,39.0,33.4,19.894722918402255,1677.0
vitty,2022,11,33,459,34.333333333333336,30.0,17.677669529663685,1677.0
vitty,2022,12,23,482,30.0,34.6,8.561541917201591,1677.0
vitty,2022,13,51,533,35.666666666666664,35.4,10.0647901120689,1677.0
vitty,2022,14,55,588,43.0,39.2,13.386560424545205,1677.0
vitty,2022,15,53,641,53.0,43.0,14.212670403551892,1677.0
vitty,2022,16,32,673,46.666666666666664,42.8,14.39444337235726,1677.0
vitty,2022,17,75,748,53.333333333333336,53.2,15.270887335056855,1677.0
vitty,2022,18,42,790,49.666666666666664,51.4,16.102794788483145,1677.0
vitty,2022,19,52,842,56.333333333333336,50.8,15.99062225180746,1677.0
vitty,2022,20,48,890,47.333333333333336,49.8,15.974980438172683,1677.0
vitty,2022,21,65,955,55.0,56.4,13.390294993016393,1677.0
vitty,2022,22,30,985,47.666666666666664,47.4,12.876334882255893,1677.0
vitty,2022,23,63,1048,52.666666666666664,51.6,14.046351839534701,1677.0
vitty,2022,24,34,1082,42.333333333333336,48.0,16.077935190813523,1677.0
vitty,2022,25,61,1143,52.666666666666664,50.6,17.09678332318685,1677.0
vitty,2022,26,42,1185,45.666666666666664,46.0,15.247950681976903,1677.0
vitty,2022,27,48,1233,50.333333333333336,49.6,12.38143771942499,1677.0
vitty,2022,28,24,1257,38.0,41.8,14.007141035914499,1677.0
vitty,2022,29,62,1319,44.666666666666664,47.4,15.614096195425462,1677.0
vitty,2022,30,64,1383,50.0,48.0,16.309506430300086,1677.0
vitty,2022,31,47,1430,57.666666666666664,49.0,15.999999999999996,1677.0
vitty,2022,32,21,1451,44.0,43.6,20.37891066764855,1677.0
vitty,2022,33,50,1501,39.333333333333336,48.8,17.195929750961415,1677.0
vitty,2022,34,65,1566,45.333333333333336,49.4,17.812916661793484,1677.0
vitty,2022,35,25,1591,46.666666666666664,41.6,18.352111595127134,1677.0
vitty,2022,36,43,1634,44.333333333333336,40.8,18.143869488066755,1677.0
vitty,2022,37,28,1662,32.0,42.2,16.422545478700915,1677.0
vitty,2022,38,15,1677,28.666666666666668,35.2,19.44736486005237,1677.0
will,2022,1,70,70,70.0,70.0,0.0,2256.0
will,2022,2,80,150,75.0,75.0,7.0710678118654755,2256.0
will,2022,3,35,185,61.666666666666664,61.666666666666664,23.62907813126304,2256.0
will,2022,4,73,258,62.666666666666664,64.5,20.108041509140897,2256.0
will,2022,5,96,354,68.0,70.8,22.39866067424568,2256.0
will,2022,6,52,406,73.66666666666667,67.2,23.95203540411545,2256.0
will,2022,7,0,406,49.333333333333336,51.2,36.629223305988894,2256.0
will,2022,8,49,455,33.666666666666664,54.0,35.601966237835796,2256.0
will,2022,9,81,536,43.333333333333336,55.6,36.827978494617376,2256.0
will,2022,10,72,608,67.33333333333333,50.8,31.411781229341326,2256.0
will,2022,11,43,651,65.33333333333333,49.0,31.583223394707513,2256.0
will,2022,12,41,692,52.0,57.2,18.143869488066763,2256.0
will,2022,13,57,749,47.0,58.8,17.584083712266615,2256.0
will,2022,14,75,824,57.666666666666664,57.6,15.80506248010428,2256.0
will,2022,15,60,884,64.0,55.2,13.863621460498695,2256.0
will,2022,16,30,914,55.0,52.6,17.472836060582722,2256.0
will,2022,17,77,991,55.666666666666664,59.8,18.86001060445089,2256.0
will,2022,18,53,1044,53.333333333333336,59.0,19.09188309203678,2256.0
will,2022,19,50,1094,60.0,54.0,17.014699527173555,2256.0
will,2022,20,78,1172,60.333333333333336,57.6,20.206434618705003,2256.0
will,2022,21,80,1252,69.33333333333333,67.6,14.774978849392642,2256.0
will,2022,22,43,1295,67.0,60.8,17.020575783445164,2256.0
will,2022,23,97,1392,73.33333333333333,69.6,22.4788789756073,2256.0
will,2022,24,45,1437,61.666666666666664,68.6,23.649524308112415,2256.0
will,2022,25,44,1481,62.0,61.8,25.113741258522193,2256.0
will,2022,26,45,1526,44.666666666666664,54.8,23.60508419811291,2256.0
will,2022,27,90,1616,59.666666666666664,64.2,26.864474683120083,2256.0
will,2022,28,37,1653,57.333333333333336,52.2,21.39392437118538,2256.0
will,2022,29,103,1756,76.66666666666667,63.8,30.359512512555266,2256.0
will,2022,30,67,1823,69.0,68.4,28.28073549255747,2256.0
will,2022,31,45,1868,71.66666666666667,68.4,28.28073549255747,2256.0
will,2022,32,43,1911,51.666666666666664,59.0,27.09243436828813,2256.0
will,2022,33,55,1966,47.666666666666664,62.6,24.511221919765646,2256.0
will,2022,34,73,2039,57.0,56.6,13.221195104830729,2256.0
will,2022,35,46,2085,58.0,52.4,12.401612798342,2256.0
will,2022,36,84,2169,67.66666666666667,60.2,17.711578134090704,2256.0
will,2022,37,41,2210,57.0,59.8,18.212632978237934,2256.0
will,2022,38,46,2256,57.0,58.0,19.222382786741086,2256.0
aliya,2023,1,69,69,69.0,69.0,0.0,1696.0
aliya,2023,2,44,113,56.5,56.5,17.67766952966369,1696.0
aliya,2023,3,38,151,50.333333333333336,50.333333333333336,16.441816606851365,1696.0
aliya,2023,4,97,248,59.666666666666664,62.0,26.919633479426622,1696.0
aliya,2023,5,43,291,59.333333333333336,58.2,24.81330288373557,1696.0
aliya,2023,6,86,377,75.33333333333333,61.6,27.66405610173606,1696.0
aliya,2023,7,53,430,60.666666666666664,63.4,26.500943379434627,1696.0
aliya,2023,8,46,476,61.666666666666664,65.0,24.76893215300167,1696.0
aliya,2023,9,68,544,55.666666666666664,59.2,17.82414093301554,1696.0
aliya,2023,10,73,617,62.333333333333336,65.2,15.959323293924463,1696.0
aliya,2023,11,31,648,57.333333333333336,54.2,16.9617216107328,1696.0
aliya,2023,12,50,698,51.333333333333336,53.6,17.06751299984857,1696.0
aliya,2023,13,42,740,41.0,52.8,17.59829537199555,1696.0
aliya,2023,14,47,787,46.333333333333336,48.6,15.43696861433617,1696.0
aliya,2023,15,27,814,38.666666666666664,39.4,10.014988766843425,1696.0
aliya,2023,16,39,853,37.666666666666664,41.0,8.916277250063503,1696.0
aliya,2023,17,36,889,34.0,38.2,7.463243262818116,1696.0
aliya,2023,18,28,917,34.333333333333336,35.4,8.264381404557755,1696.0
aliya,2023,19,52,969,38.666666666666664,36.4,10.114346246792227,1696.0
aliya,2023,20,39,1008,39.666666666666664,38.8,8.642916174532761,1696.0
aliya,2023,21,79,1087,56.666666666666664,46.8,19.967473550752484,1696.0
aliya,2023,22,37,1124,51.666666666666664,47.0,19.836834424877374,1696.0
aliya,2023,23,21,1145,45.666666666666664,45.6,21.674870241826135,1696.0
aliya,2023,24,57,1202,38.333333333333336,46.6,22.154006409676786,1696.0
aliya,2023,25,47,1249,41.666666666666664,48.2,21.753160689885966,1696.0
aliya,2023,26,26,1275,43.333333333333336,37.6,14.79188966968048,1696.0
aliya,2023,27,53,1328,42.0,40.8,16.284962388657828,1696.0
aliya,2023,28,40,1368,39.666666666666664,44.6,12.218837915284746,1696.0
aliya,2023,29,11,1379,34.666666666666664,35.4,16.94992625352689,1696.0
aliya,2023,30,32,1411,27.666666666666668,32.4,15.662056059151368,1696.0
aliya,2023,31,27,1438,23.333333333333332,32.6,15.565988564816566,1696.0
aliya,2023,32,7,1445,22.0,23.4,14.010710188994706,1696.0
aliya,2023,33,20,1465,18.0,19.4,10.502380682492902,1696.0
aliya,2023,34,52,1517,26.333333333333332,27.6,16.562004709575472,1696.0
aliya,2023,35,37,1554,36.333333333333336,28.6,17.03819239238717,1696.0
aliya,2023,36,65,1619,51.333333333333336,36.2,23.424346308915432,1696.0
aliya,2023,37,53,1672,51.666666666666664,45.4,17.329166165744965,1696.0
aliya,2023,38,24,1696,47.333333333333336,46.2,15.896540504147437,1696.0
allan,2023,1,74,74,74.0,74.0,0.0,2385.0
allan,2023,2,69,143,71.5,71.5,3.5355339059327378,2385.0
allan,2023,3,45,188,62.666666666666664,62.666666666666664,15.50268793897798,2385.0
allan,2023,4,73,261,62.333333333333336,65.25,13.671747023210555,2385.0
allan,2023,5,45,306,54.333333333333336,61.2,14.906374475371267,2385.0
allan,2023,6,90,396,69.33333333333333,64.4,19.385561637466168,2385.0
allan,2023,7,87,483,74.0,68.0,21.954498400100146,2385.0
allan,2023,8,37,520,71.33333333333333,66.4,24.22395508582362,2385.0
allan,2023,9,72,592,65.33333333333333,66.2,24.159884105682295,2385.0
allan,2023,10,66,658,58.333333333333336,70.4,21.196697856034085,2385.0
allan,2023,11,40,698,59.333333333333336,60.4,21.431285542402726,2385.0
allan,2023,12,71,769,59.0,57.2,17.253985046939157,2385.0
allan,2023,13,53,822,54.666666666666664,60.4,13.685759021698432,2385.0
allan,2023,14,39,861,54.333333333333336,53.8,14.618481453283716,2385.0
allan,2023,15,53,914,48.333333333333336,51.2,12.969194269498779,2385.0
allan,2023,16,51,965,47.666666666666664,53.4,11.436782764396636,2385.0
allan,2023,17,43,1008,49.0,47.8,6.41872261435248,2385.0
allan,2023,18,44,1052,46.0,46.0,5.830951894845295,2385.0
allan,2023,19,58,1110,48.333333333333336,49.8,6.3007936008093415,2385.0
allan,2023,20,59,1169,53.666666666666664,51.0,7.5166481891864505,2385.0
allan,2023,21,56,1225,57.666666666666664,52.0,7.842193570679058,2385.0
allan,2023,22,64,1289,59.666666666666664,56.2,7.4296702484026795,2385.0
allan,2023,23,63,1352,61.0,60.0,3.3911649915626225,2385.0
allan,2023,24,82,1434,69.66666666666667,64.8,10.134100848126582,2385.0
allan,2023,25,84,1518,76.33333333333333,69.8,12.457929201917947,2385.0
allan,2023,26,67,1585,77.66666666666667,72.0,10.1734949746879,2385.0
allan,2023,27,53,1638,68.0,69.8,13.103434664239753,2385.0
allan,2023,28,71,1709,63.666666666666664,71.4,12.541929676090517,2385.0
allan,2023,29,12,1721,45.333333333333336,57.4,27.682124195949992,2385.0
allan,2023,30,50,1771,44.333333333333336,50.6,23.351659469939175,2385.0
allan,2023,31,24,1795,28.666666666666668,42.0,23.717082451262844,2385.0
allan,2023,32,75,1870,49.666666666666664,46.4,27.93385043276347,2385.0
allan,2023,33,60,1930,53.0,44.2,25.868900247208035,2385.0
allan,2023,34,142,2072,92.33333333333333,70.2,44.22894979535462,2385.0
allan,2023,35,63,2135,88.33333333333333,72.8,43.11264315719926,2385.0
allan,2023,36,93,2228,99.33333333333333,86.6,33.575288531895,2385.0
allan,2023,37,90,2318,82.0,89.6,32.94389169481954,2385.0
allan,2023,38,67,2385,83.33333333333333,91.0,31.488092987667578,2385.0
artur,2023,1,72,72,72.0,72.0,0.0,2296.0
artur,2023,2,80,152,76.0,76.0,5.656854249492381,2296.0
artur,2023,3,34,186,62.0,62.0,24.576411454889016,2296.0
artur,2023,4,83,269,65.66666666666667,67.25,22.647663602823727,2296.0
artur,2023,5,37,306,51.333333333333336,61.2,23.82645588416372,2296.0
artur,2023,6,80,386,66.66666666666667,62.8,24.973986465920895,2296.0
artur,2023,7,74,460,63.666666666666664,61.6,24.06865181101758,2296.0
artur,2023,8,41,501,65.0,63.0,22.192341021172144,2296.0
artur,2023,9,75,576,63.333333333333336,61.4,20.62280291328024,2296.0
artur,2023,10,45,621,53.666666666666664,63.0,18.452642087245934,2296.0
artur,2023,11,34,655,51.333333333333336,53.8,19.30543964793343,2296.0
artur,2023,12,57,712,45.333333333333336,50.4,16.08726204175216,2296.0
artur,2023,13,50,762,47.0,52.2,15.25450753056289,2296.0
artur,2023,14,74,836,60.333333333333336,52.0,14.882876066137214,2296.0
artur,2023,15,40,876,54.666666666666664,51.0,15.620499351813306,2296.0
artur,2023,16,62,938,58.666666666666664,56.6,12.759310326189263,2296.0
artur,2023,17,57,995,53.0,56.6,12.759310326189263,2296.0
artur,2023,18,29,1024,49.333333333333336,52.4,17.896927110540513,2296.0
artur,2023,19,33,1057,39.666666666666664,44.2,14.618481453283716,2296.0
artur,2023,20,88,1145,50.0,53.8,23.952035404115453,2296.0
artur,2023,21,56,1201,59.0,52.6,23.586012804202408,2296.0
artur,2023,22,60,1261,68.0,53.2,23.763417262675,2296.0
artur,2023,23,64,1325,60.0,60.2,19.651971911235776,2296.0
artur,2023,24,63,1388,62.333333333333336,66.2,12.577758146824099,2296.0
artur,2023,25,70,1458,65.66666666666667,62.6,5.176871642217914,2296.0
artur,2023,26,57,1515,63.333333333333336,62.8,4.868264577855233,2296.0
artur,2023,27,54,1569,60.333333333333336,61.6,6.268971207462991,2296.0
artur,2023,28,52,1621,54.333333333333336,59.2,7.328028384224504,2296.0
artur,2023,29,16,1637,40.666666666666664,49.8,20.1544039852336,2296.0
artur,2023,30,67,1704,45.0,49.2,19.43450539633052,2296.0
artur,2023,31,48,1752,43.666666666666664,47.4,18.94201678808252,2296.0
artur,2023,32,66,1818,60.333333333333336,49.8,20.668817092422103,2296.0
artur,2023,33,77,1895,63.666666666666664,54.8,24.07695994098923,2296.0
artur,2023,34,84,1979,75.66666666666667,68.4,13.612494260788505,2296.0
artur,2023,35,53,2032,71.33333333333333,65.6,15.30686120666154,2296.0
artur,2023,36,88,2120,75.0,73.6,14.223220451079285,2296.0
artur,2023,37,102,2222,81.0,80.8,18.019433953373788,2296.0
artur,2023,38,74,2296,88.0,80.2,18.226354544998845,2296.0
azha,2023,1,43,43,43.0,43.0,0.0,1905.0
azha,2023,2,23,66,33.0,33.0,14.142135623730951,1905.0
azha,2023,3,42,108,36.0,36.0,11.269427669584644,1905.0
azha,2023,4,106,214,57.0,53.5,36.1893170240427,1905.0
azha,2023,5,46,260,64.66666666666667,52.0,31.51983502494897,1905.0
azha,2023,6,66,326,72.66666666666667,56.6,31.556298895783073,1905.0
azha,2023,7,51,377,54.333333333333336,62.2,26.1189586316147,1905.0
azha,2023,8,40,417,52.333333333333336,61.8,26.517918470347556,1905.0
azha,2023,9,52,469,47.666666666666664,51.0,9.643650760992955,1905.0
azha,2023,10,84,553,58.666666666666664,58.6,16.935170504013236,1905.0
azha,2023,11,38,591,58.0,53.0,18.439088914585774,1905.0
azha,2023,12,51,642,57.666666666666664,53.0,18.439088914585774,1905.0
azha,2023,13,37,679,42.0,52.4,19.007893097342482,1905.0
azha,2023,14,46,725,44.666666666666664,51.2,19.227584351654784,1905.0
azha,2023,15,33,758,38.666666666666664,41.0,7.314369419163893,1905.0
azha,2023,16,44,802,41.0,42.2,7.190271204899015,1905.0
azha,2023,17,39,841,38.666666666666664,39.8,5.263078946776302,1905.0
azha,2023,18,38,879,40.333333333333336,40.0,5.147815070493495,1905.0
azha,2023,19,26,905,34.333333333333336,36.0,6.819090848492924,1905.0
azha,2023,20,67,972,43.666666666666664,42.8,15.056560032092323,1905.0
azha,2023,21,27,999,40.0,39.4,16.56200470957547,1905.0
azha,2023,22,34,1033,42.666666666666664,38.4,16.742162345408072,1905.0
azha,2023,23,50,1083,37.0,40.8,17.51285242329187,1905.0
azha,2023,24,59,1142,47.666666666666664,47.4,16.742162345408072,1905.0
azha,2023,25,68,1210,59.0,47.6,17.038192392387167,1905.0
azha,2023,26,58,1268,61.666666666666664,53.8,12.774975538137047,1905.0
azha,2023,27,65,1333,63.666666666666664,60.0,6.964194138592058,1905.0
azha,2023,28,46,1379,56.333333333333336,59.2,8.467585252006618,1905.0
azha,2023,29,8,1387,39.666666666666664,49.0,24.43358344574123,1905.0
azha,2023,30,36,1423,30.0,42.6,22.311432047271193,1905.0
azha,2023,31,41,1464,28.333333333333332,39.2,20.6082507748717,1905.0
azha,2023,32,48,1512,41.666666666666664,35.8,16.2234398325386,1905.0
azha,2023,33,52,1564,47.0,37.0,17.349351572897472,1905.0
azha,2023,34,67,1631,55.666666666666664,48.8,11.903780911962384,1905.0
azha,2023,35,48,1679,55.666666666666664,51.2,9.679876032264051,1905.0
azha,2023,36,95,1774,70.0,62.0,20.03746490951388,1905.0
azha,2023,37,83,1857,75.33333333333333,69.0,20.03746490951388,1905.0
azha,2023,38,48,1905,75.33333333333333,68.2,20.945166506857856,1905.0
charliebn,2023,1,68,68,68.0,68.0,0.0,2215.0
charliebn,2023,2,46,114,57.0,57.0,15.556349186104045,2215.0
charliebn,2023,3,41,155,51.666666666666664,51.666666666666664,14.364307617610162,2215.0
charliebn,2023,4,79,234,55.333333333333336,58.5,18.009256878986797,2215.0
charliebn,2023,5,42,276,54.0,55.2,17.253985046939157,2215.0
