manager,season,gw,gw_points,total_points,avg_last3,avg_last5,std_last5,final_points
eve,2022,17,71,905,56.666666666666664,59.2,12.029131306956446,2028.0
eve,2022,18,47,952,54.0,57.8,13.141537200799595,2028.0
eve,2022,19,62,1014,60.0,55.8,11.031772296417273,2028.0
eve,2022,20,61,1075,56.666666666666664,57.0,11.247221879201977,2028.0
eve,2022,21,79,1154,67.33333333333333,64.0,11.999999999999984,2028.0
eve,2022,22,27,1181,55.666666666666664,55.2,19.421637418096335,2028.0
eve,2022,23,89,1270,65.0,63.6,23.617789905069433,2028.0
eve,2022,24,36,1306,50.666666666666664,58.4,26.717035763721984,2028.0
eve,2022,25,57,1363,60.666666666666664,57.6,26.67958020659245,2028.0
eve,2022,26,44,1407,45.666666666666664,50.6,24.13089306262824,2028.0
eve,2022,27,61,1468,54.0,57.4,20.305171754998764,2028.0
eve,2022,28,15,1483,40.0,42.6,18.392933425639306,2028.0
eve,2022,29,74,1557,50.0,50.2,22.398660674245672,2028.0
eve,2022,30,48,1605,45.666666666666664,48.4,22.07487259306381,2028.0
eve,2022,31,66,1671,62.666666666666664,52.8,23.14519388555645,2028.0
eve,2022,32,44,1715,52.666666666666664,49.4,22.88667734731277,2028.0
eve,2022,33,64,1779,58.0,59.2,12.696456198483082,2028.0
eve,2022,34,71,1850,59.666666666666664,58.6,11.86591757935304,2028.0
eve,2022,35,39,1889,58.0,56.8,14.307340773183515,2028.0
eve,2022,36,50,1939,53.333333333333336,53.6,13.501851724856094,2028.0
eve,2022,37,48,1987,45.666666666666664,54.4,12.895735729302126,2028.0
eve,2022,38,41,2028,46.333333333333336,49.8,12.716131487209442,2028.0
greg,2022,1,88,88,88.0,88.0,0.0,2020.0
greg,2022,2,63,151,75.5,75.5,17.67766952966369,2020.0
greg,2022,3,52,203,67.66666666666667,67.66666666666667,18.448125469362285,2020.0
greg,2022,4,40,243,51.666666666666664,60.75,20.45116133621756,2020.0
greg,2022,5,72,315,54.666666666666664,63.0,18.41195263952197,2020.0
greg,2022,6,47,362,53.0,54.8,12.755391017134679,2020.0
greg,2022,7,0,362,39.666666666666664,42.2,26.42347441196937,2020.0
greg,2022,8,83,445,43.333333333333336,48.4,32.28467128530195,2020.0
greg,2022,9,65,510,49.333333333333336,53.4,32.592944021674384,2020.0
greg,2022,10,58,568,68.66666666666667,50.6,31.165686259089497,2020.0
greg,2022,11,61,629,61.333333333333336,53.4,31.38948868650141,2020.0
greg,2022,12,41,670,53.333333333333336,61.6,15.05988047761336,2020.0
greg,2022,13,54,724,52.0,55.8,9.203260291874832,2020.0
greg,2022,14,63,787,52.666666666666664,55.4,8.734987120768984,2020.0
greg,2022,15,53,840,56.666666666666664,54.4,8.648699324175864,2020.0
greg,2022,16,44,884,53.333333333333336,51.0,8.746427842267952,2020.0
greg,2022,17,76,960,57.666666666666664,58.0,12.103718436910205,2020.0
greg,2022,18,47,1007,55.666666666666664,56.6,13.049904214207858,2020.0
greg,2022,19,57,1064,60.0,55.4,12.581732790041285,2020.0
greg,2022,20,61,1125,55.0,57.0,12.708265027138836,2020.0
greg,2022,21,77,1202,65.0,63.6,12.837445228704972,2020.0
greg,2022,22,35,1237,57.666666666666664,55.4,15.709869509324387,2020.0
greg,2022,23,48,1285,53.333333333333336,55.6,15.582040944625966,2020.0
greg,2022,24,32,1317,38.333333333333336,50.6,18.716303053755034,2020.0
greg,2022,25,66,1383,48.666666666666664,51.6,19.526904516589415,2020.0
greg,2022,26,28,1411,42.0,41.8,15.466091943344967,2020.0
greg,2022,27,75,1486,56.333333333333336,49.8,20.57182539299807,2020.0
greg,2022,28,37,1523,46.666666666666664,47.6,21.384573879317777,2020.0
greg,2022,29,52,1575,54.666666666666664,51.6,19.526904516589415,2020.0
greg,2022,30,50,1625,46.333333333333336,48.4,17.81291666179349,2020.0
greg,2022,31,68,1693,56.666666666666664,56.4,15.14265498517351,2020.0
greg,2022,32,20,1713,46.0,45.4,17.966635745180568,2020.0
greg,2022,33,58,1771,48.666666666666664,49.6,17.966635745180568,2020.0
greg,2022,34,85,1856,54.333333333333336,56.2,24.08734107368433,2020.0
greg,2022,35,26,1882,56.333333333333336,51.4,27.745269867132308,2020.0
greg,2022,36,56,1938,55.666666666666664,49.0,26.43860813280457,2020.0
greg,2022,37,50,1988,44.0,55.0,21.071307505705477,2020.0
greg,2022,38,32,2020,46.0,49.8,23.242202993692317,2020.0
iain,2022,1,49,49,49.0,49.0,0.0,2430.0
iain,2022,2,96,145,72.5,72.5,33.23401871576773,2430.0
iain,2022,3,41,186,62.0,62.0,29.715315916207253,2430.0
iain,2022,4,67,253,68.0,63.25,24.390913608691797,2430.0
iain,2022,5,33,286,47.0,57.2,25.083859352181037,2430.0
iain,2022,6,53,339,51.0,58.0,24.819347291981714,2430.0
iain,2022,7,0,339,28.666666666666668,38.8,25.203174403237384,2430.0
iain,2022,8,60,399,37.666666666666664,42.6,26.98703392371974,2430.0
iain,2022,9,64,463,41.333333333333336,42.0,26.334388164527386,2430.0
iain,2022,10,57,520,60.333333333333336,46.8,26.470738561664653,2430.0
iain,2022,11,60,580,60.333333333333336,48.2,27.059194370860343,2430.0
iain,2022,12,52,632,56.333333333333336,58.6,4.449719092257398,2430.0
iain,2022,13,21,653,44.333333333333336,50.8,17.22498185775532,2430.0
iain,2022,14,57,710,43.333333333333336,49.4,16.133815419794537,2430.0
iain,2022,15,62,772,46.666666666666664,50.4,16.861198059449986,2430.0
iain,2022,16,29,801,49.333333333333336,44.2,18.102486017119304,2430.0
iain,2022,17,87,888,59.333333333333336,51.2,26.630809225406576,2430.0
iain,2022,18,69,957,61.666666666666664,60.8,21.09976303184469,2430.0
iain,2022,19,58,1015,71.33333333333333,61.0,21.059439688652684,2430.0
iain,2022,20,84,1099,70.33333333333333,65.4,23.47977853387889,2430.0
iain,2022,21,84,1183,75.33333333333333,76.4,12.461942063739494,2430.0
iain,2022,22,89,1272,85.66666666666667,76.8,12.911235417263516,2430.0
iain,2022,23,84,1356,85.66666666666667,79.8,12.377398757412633,2430.0
iain,2022,24,73,1429,82.0,82.8,5.890670590009241,2430.0
iain,2022,25,105,1534,87.33333333333333,87.0,11.640446726822809,2430.0
iain,2022,26,39,1573,72.33333333333333,78.0,24.6576560118759,2430.0
iain,2022,27,91,1664,78.33333333333333,78.4,24.895782775401937,2430.0
iain,2022,28,46,1710,58.666666666666664,70.8,28.323135419652957,2430.0
iain,2022,29,113,1823,83.33333333333333,78.8,34.14967056942131,2430.0
iain,2022,30,46,1869,68.33333333333333,67.0,33.00757488819801,2430.0
iain,2022,31,62,1931,73.66666666666667,71.6,29.551649700143642,2430.0
iain,2022,32,64,1995,57.333333333333336,66.2,27.517267306184305,2430.0
iain,2022,33,64,2059,63.333333333333336,69.8,25.302173819654303,2430.0
iain,2022,34,107,2166,78.33333333333333,68.6,22.755219181541623,2430.0
iain,2022,35,32,2198,67.66666666666667,65.8,26.743223440714843,2430.0
iain,2022,36,115,2313,84.66666666666667,76.4,34.297230208866715,2430.0
iain,2022,37,57,2370,68.0,75.0,35.06422678457347,2430.0
iain,2022,38,60,2430,77.33333333333333,74.2,35.42174473399073,2430.0
jamie,2022,1,42,42,42.0,42.0,0.0,2124.0
jamie,2022,2,39,81,40.5,40.5,2.1213203435596424,2124.0
jamie,2022,3,43,124,41.333333333333336,41.333333333333336,2.081665999466132,2124.0
jamie,2022,4,72,196,51.333333333333336,49.0,15.427248620541512,2124.0
jamie,2022,5,42,238,52.333333333333336,47.6,13.722244714331543,2124.0
jamie,2022,6,48,286,54.0,48.8,13.367871932360812,2124.0
jamie,2022,7,0,286,30.0,41.0,25.96150997149434,2124.0
jamie,2022,8,50,336,32.666666666666664,42.4,26.283074401599215,2124.0
jamie,2022,9,70,406,40.0,42.0,25.729360660537214,2124.0
jamie,2022,10,39,445,53.0,41.4,25.76431640855235,2124.0
jamie,2022,11,47,492,52.0,41.2,25.704085278414404,2124.0
jamie,2022,12,34,526,40.0,48.0,13.838352503098047,2124.0
jamie,2022,13,54,580,45.0,48.8,14.096098751072937,2124.0
jamie,2022,14,48,628,45.333333333333336,44.4,7.893034904268447,2124.0
jamie,2022,15,71,699,57.666666666666664,50.8,13.442470011125188,2124.0
jamie,2022,16,55,754,58.0,52.4,13.352902306240395,2124.0
jamie,2022,17,83,837,69.66666666666667,62.2,14.411800720243118,2124.0
jamie,2022,18,44,881,60.666666666666664,60.2,16.39207125411551,2124.0
jamie,2022,19,53,934,60.0,61.2,15.594870951694343,2124.0
jamie,2022,20,80,1014,59.0,63.0,17.42125139018435,2124.0
jamie,2022,21,71,1085,68.0,66.2,17.049926686059386,2124.0
jamie,2022,22,37,1122,62.666666666666664,57.0,18.096961070853858,2124.0
jamie,2022,23,78,1200,62.0,63.8,18.376615575235828,2124.0
jamie,2022,24,51,1251,55.333333333333336,63.4,18.68956928342652,2124.0
jamie,2022,25,68,1319,65.66666666666667,61.0,16.688319268278637,2124.0
jamie,2022,26,32,1351,50.333333333333336,53.2,19.690099034794112,2124.0
jamie,2022,27,69,1420,56.333333333333336,59.6,18.256505689753446,2124.0
jamie,2022,28,45,1465,48.666666666666664,53.0,15.732132722552274,2124.0
jamie,2022,29,82,1547,65.33333333333333,59.2,20.216330032921405,2124.0
jamie,2022,30,51,1598,59.333333333333336,55.8,19.791412279066897,2124.0
jamie,2022,31,50,1648,61.0,59.4,15.565988564816564,2124.0
jamie,2022,32,73,1721,58.0,60.2,16.26960356001338,2124.0
jamie,2022,33,67,1788,63.333333333333336,64.6,13.939153489362257,2124.0
jamie,2022,34,98,1886,79.33333333333333,67.8,19.613770672667712,2124.0
jamie,2022,35,37,1923,67.33333333333333,65.0,23.27015255644019,2124.0
jamie,2022,36,75,1998,70.0,70.0,21.88606862823929,2124.0
jamie,2022,37,70,2068,60.666666666666664,69.4,21.824298385056963,2124.0
jamie,2022,38,56,2124,67.0,67.2,22.664950915455343,2124.0
katty,2022,1,27,27,27.0,27.0,0.0,1867.0
katty,2022,2,31,58,29.0,29.0,2.8284271247461903,1867.0
katty,2022,3,37,95,31.666666666666668,31.666666666666668,5.033222956847166,1867.0
katty,2022,4,89,184,52.333333333333336,46.0,28.959742171964628,1867.0
katty,2022,5,63,247,63.0,49.4,26.206869328479506,1867.0
katty,2022,6,48,295,66.66666666666667,53.6,23.233596363886498,1867.0
katty,2022,7,0,295,37.0,47.4,32.89832822500255,1867.0
katty,2022,8,47,342,31.666666666666668,49.4,32.40833226193535,1867.0
katty,2022,9,98,440,48.333333333333336,51.2,35.28030612112089,1867.0
katty,2022,10,66,506,70.33333333333333,51.8,35.55559027776082,1867.0
katty,2022,11,37,543,67.0,49.6,36.184250717681024,1867.0
katty,2022,12,36,579,46.333333333333336,56.8,25.994230129011314,1867.0
katty,2022,13,53,632,42.0,58.0,25.563646062328424,1867.0
katty,2022,14,57,689,48.666666666666664,49.8,13.026895255585636,1867.0
katty,2022,15,43,732,51.0,45.2,9.444575162494052,1867.0
katty,2022,16,52,784,50.666666666666664,48.2,8.526429498916857,1867.0
katty,2022,17,71,855,55.333333333333336,55.2,10.207840124139853,1867.0
katty,2022,18,42,897,55.0,53.0,11.85326959112968,1867.0
katty,2022,19,46,943,53.0,50.8,11.945710527214342,1867.0
katty,2022,20,52,995,46.666666666666664,52.6,11.126544836560878,1867.0
katty,2022,21,59,1054,52.333333333333336,54.0,11.467344941179695,1867.0
katty,2022,22,20,1074,43.666666666666664,43.8,14.771594362153312,1867.0
katty,2022,23,43,1117,40.666666666666664,44.0,14.74788120375261,1867.0
katty,2022,24,41,1158,34.666666666666664,43.0,14.74788120375261,1867.0
katty,2022,25,75,1233,53.0,47.6,20.659138413786753,1867.0
katty,2022,26,52,1285,56.0,46.2,19.91732913821528,1867.0
katty,2022,27,41,1326,56.0,50.4,14.484474446799906,1867.0
katty,2022,28,9,1335,34.0,43.6,23.807561823924758,1867.0
katty,2022,29,66,1401,38.666666666666664,48.6,25.676837811537453,1867.0
katty,2022,30,47,1448,40.666666666666664,43.0,21.130546609115427,1867.0
katty,2022,31,52,1500,55.0,43.0,21.130546609115427,1867.0
katty,2022,32,28,1528,42.333333333333336,40.4,22.210357943986395,1867.0
katty,2022,33,60,1588,46.666666666666664,50.6,14.58766602304836,1867.0
katty,2022,34,75,1663,54.333333333333336,52.4,17.271363582531624,1867.0
katty,2022,35,40,1703,58.333333333333336,51.0,18.083141320025113,1867.0
katty,2022,36,66,1769,60.333333333333336,53.8,19.318385025669187,1867.0
katty,2022,37,57,1826,54.333333333333336,59.6,12.934450123604002,1867.0
katty,2022,38,41,1867,54.666666666666664,55.8,15.352524222420218,1867.0
matt,2022,1,56,56,56.0,56.0,0.0,2176.0
matt,2022,2,50,106,53.0,53.0,4.242640687119285,2176.0
matt,2022,3,43,149,49.666666666666664,49.666666666666664,6.506407098647711,2176.0
matt,2022,4,89,238,60.666666666666664,59.5,20.371548787463365,2176.0
matt,2022,5,53,291,61.666666666666664,58.2,17.8801565988668,2176.0
matt,2022,6,55,346,65.66666666666667,58.0,17.91647286716892,2176.0
matt,2022,7,0,346,36.0,48.0,31.953090617340916,2176.0
matt,2022,8,47,393,34.0,48.8,31.846506872811027,2176.0
matt,2022,9,87,480,44.666666666666664,48.4,31.22178726466504,2176.0
matt,2022,10,66,546,66.66666666666667,51.0,32.225766088644036,2176.0
matt,2022,11,44,590,65.66666666666667,48.8,32.259882206852524,2176.0
matt,2022,12,68,658,59.333333333333336,62.4,17.501428513124296,2176.0
matt,2022,13,57,715,56.333333333333336,64.4,15.789236840328925,2176.0
matt,2022,14,86,801,70.33333333333333,64.2,15.433729296576383,2176.0
matt,2022,15,60,861,67.66666666666667,63.0,15.491933384829672,2176.0
matt,2022,16,43,904,63.0,62.8,15.80189862010259,2176.0
matt,2022,17,74,978,59.0,64.0,16.50757401921918,2176.0
matt,2022,18,38,1016,51.666666666666664,60.2,20.278066969018525,2176.0
matt,2022,19,49,1065,53.666666666666664,52.8,14.411800720243122,2176.0
matt,2022,20,71,1136,52.666666666666664,55.0,16.477257053284085,2176.0
matt,2022,21,87,1223,69.0,63.8,19.86705816169068,2176.0
matt,2022,22,53,1276,70.33333333333333,59.6,19.385561637466175,2176.0
matt,2022,23,84,1360,74.66666666666667,68.8,17.383900597967077,2176.0
matt,2022,24,50,1410,62.333333333333336,69.0,17.102631376487075,2176.0
matt,2022,25,76,1486,70.0,70.0,17.39252713092609,2176.0
matt,2022,26,31,1517,52.333333333333336,58.8,21.30023474049054,2176.0
matt,2022,27,61,1578,56.0,60.4,21.054690688775274,2176.0
matt,2022,28,44,1622,45.333333333333336,52.4,17.067512999848578,2176.0
matt,2022,29,72,1694,59.0,56.8,19.018412131405718,2176.0
matt,2022,30,49,1743,55.0,51.4,15.757537878742356,2176.0
matt,2022,31,51,1794,57.333333333333336,55.4,11.148990985734995,2176.0
matt,2022,32,47,1841,49.0,52.6,11.148990985734995,2176.0
matt,2022,33,66,1907,54.666666666666664,57.0,11.247221879202,2176.0
matt,2022,34,87,1994,66.66666666666667,60.0,16.85229954635272,2176.0
matt,2022,35,41,2035,64.66666666666667,58.4,18.46076921474293,2176.0
matt,2022,36,60,2095,62.666666666666664,60.2,17.991664736760747,2176.0
matt,2022,37,44,2139,48.333333333333336,59.6,18.582249594707314,2176.0
matt,2022,38,37,2176,47.0,53.8,20.510972673181545,2176.0
mika,2022,1,43,43,43.0,43.0,0.0,2291.0
mika,2022,2,60,103,51.5,51.5,12.020815280171307,2291.0
