manager,season,gw,gw_points
allan,2024,7,52
allan,2024,8,48
allan,2024,9,69
allan,2024,10,44
allan,2024,11,36
allan,2024,12,65
allan,2024,13,70
allan,2024,14,80
allan,2024,15,67
allan,2024,16,57
allan,2024,17,83
allan,2024,18,68
allan,2024,19,85
allan,2024,20,81
allan,2024,21,75
allan,2024,22,50
allan,2024,23,59
allan,2024,24,137
allan,2024,25,106
allan,2024,26,88
allan,2024,27,62
allan,2024,28,75
allan,2024,29,28
allan,2024,30,53
allan,2024,31,52
allan,2024,32,72
allan,2024,33,93
allan,2024,34,82
allan,2024,35,45
allan,2024,36,48
allan,2024,37,58
allan,2024,38,50
artur,2024,1,63
artur,2024,2,67
artur,2024,3,56
artur,2024,4,23
artur,2024,5,64
artur,2024,6,75
artur,2024,7,55
artur,2024,8,44
artur,2024,9,63
artur,2024,10,39
artur,2024,11,69
artur,2024,12,65
artur,2024,13,61
artur,2024,14,57
artur,2024,15,34
artur,2024,16,59
artur,2024,17,85
artur,2024,18,51
artur,2024,19,88
artur,2024,20,75
artur,2024,21,68
artur,2024,22,46
artur,2024,23,53
artur,2024,24,139
artur,2024,25,94
artur,2024,26,75
artur,2024,27,48
artur,2024,28,80
artur,2024,29,74
artur,2024,30,47
artur,2024,31,55
artur,2024,32,99
artur,2024,33,54
artur,2024,34,39
artur,2024,35,43
artur,2024,36,43
artur,2024,37,54
artur,2024,38,57
charliebn,2024,1,74
charliebn,2024,2,58
charliebn,2024,3,78
charliebn,2024,4,40
charliebn,2024,5,56
charliebn,2024,6,38
charliebn,2024,7,41
charliebn,2024,8,50
charliebn,2024,9,55
charliebn,2024,10,31
charliebn,2024,11,79
charliebn,2024,12,62
charliebn,2024,13,84
charliebn,2024,14,51
charliebn,2024,15,56
charliebn,2024,16,53
charliebn,2024,17,54
charliebn,2024,18,56
charliebn,2024,19,46
charliebn,2024,20,67
charliebn,2024,21,53
charliebn,2024,22,66
charliebn,2024,23,55
charliebn,2024,24,140
charliebn,2024,25,89
charliebn,2024,26,80
charliebn,2024,27,38
charliebn,2024,28,45
charliebn,2024,29,40
charliebn,2024,30,35
charliebn,2024,31,42
charliebn,2024,32,66
charliebn,2024,33,74
charliebn,2024,34,60
charliebn,2024,35,55
charliebn,2024,36,54
charliebn,2024,37,60
charliebn,2024,38,53
flemming,2024,1,70
flemming,2024,2,68
flemming,2024,3,78
flemming,2024,4,65
flemming,2024,5,61
flemming,2024,6,66
flemming,2024,7,56
flemming,2024,8,66
flemming,2024,9,78
flemming,2024,10,50
flemming,2024,11,61
flemming,2024,12,70
flemming,2024,13,86
flemming,2024,14,72
flemming,2024,15,44
flemming,2024,16,49
flemming,2024,17,73
flemming,2024,18,66
flemming,2024,19,80
flemming,2024,20,54
flemming,2024,21,72
flemming,2024,22,46
flemming,2024,23,59
flemming,2024,24,114
flemming,2024,25,118
flemming,2024,26,69
flemming,2024,27,56
flemming,2024,28,58
flemming,2024,29,30
flemming,2024,30,33
flemming,2024,31,48
flemming,2024,32,84
flemming,2024,33,65
flemming,2024,34,58
flemming,2024,35,27
flemming,2024,36,33
flemming,2024,37,35
flemming,2024,38,46
iain,2024,1,60
iain,2024,2,42
iain,2024,3,69
iain,2024,4,41
iain,2024,5,65
iain,2024,6,59
iain,2024,7,46
iain,2024,8,41
iain,2024,9,74
iain,2024,10,39
iain,2024,11,61
iain,2024,12,64
iain,2024,13,84
iain,2024,14,66
iain,2024,15,87
iain,2024,16,56
iain,2024,17,55
iain,2024,18,66
iain,2024,19,56
iain,2024,20,82
iain,2024,21,46
iain,2024,22,25
iain,2024,23,61
iain,2024,24,107
iain,2024,25,106
iain,2024,26,84
iain,2024,27,48
iain,2024,28,63
iain,2024,29,42
iain,2024,30,37
iain,2024,31,22
iain,2024,32,76
iain,2024,33,72
iain,2024,34,81
iain,2024,35,41
iain,2024,36,52
iain,2024,37,47
iain,2024,38,73
jamie,2024,1,55
jamie,2024,2,59
jamie,2024,3,37
jamie,2024,4,73
jamie,2024,5,52
jamie,2024,6,67
jamie,2024,7,40
jamie,2024,8,36
jamie,2024,9,48
jamie,2024,10,47
jamie,2024,11,60
jamie,2024,12,58
jamie,2024,13,102
jamie,2024,14,48
jamie,2024,15,52
jamie,2024,16,59
jamie,2024,17,93
jamie,2024,18,64
jamie,2024,19,65
jamie,2024,20,75
jamie,2024,21,56
jamie,2024,22,31
jamie,2024,23,58
jamie,2024,24,110
jamie,2024,25,76
jamie,2024,26,90
jamie,2024,27,68
jamie,2024,28,70
jamie,2024,29,30
jamie,2024,30,51
jamie,2024,31,42
jamie,2024,32,59
jamie,2024,33,60
jamie,2024,34,89
jamie,2024,35,28
jamie,2024,36,69
jamie,2024,37,39
jamie,2024,38,45
mamta,2024,1,47
mamta,2024,2,61
mamta,2024,3,64
mamta,2024,4,47
mamta,2024,5,35
mamta,2024,6,100
mamta,2024,7,34
mamta,2024,8,44
mamta,2024,9,77
mamta,2024,10,36
mamta,2024,11,38
mamta,2024,12,72
mamta,2024,13,86
mamta,2024,14,49
mamta,2024,15,69
mamta,2024,16,66
mamta,2024,17,96
mamta,2024,18,82
mamta,2024,19,79
mamta,2024,20,56
mamta,2024,21,81
mamta,2024,22,46
mamta,2024,23,53
mamta,2024,24,128
mamta,2024,25,85
mamta,2024,26,83
mamta,2024,27,51
mamta,2024,28,36
mamta,2024,29,38
mamta,2024,30,52
mamta,2024,31,43
mamta,2024,32,68
mamta,2024,33,55
mamta,2024,34,90
mamta,2024,35,32
mamta,2024,36,44
mamta,2024,37,58
mamta,2024,38,51
matt,2024,1,35
matt,2024,2,63
matt,2024,3,53
matt,2024,4,58
matt,2024,5,62
matt,2024,6,64
matt,2024,7,48
matt,2024,8,20
matt,2024,9,68
matt,2024,10,20
matt,2024,11,53
matt,2024,12,42
matt,2024,13,77
matt,2024,14,59
matt,2024,15,81
matt,2024,16,57
matt,2024,17,62
matt,2024,18,54
matt,2024,19,63
matt,2024,20,80
matt,2024,21,44
matt,2024,22,35
matt,2024,23,47
matt,2024,24,88
matt,2024,25,49
matt,2024,26,60
matt,2024,27,60
matt,2024,28,45
matt,2024,29,49
matt,2024,30,45
matt,2024,31,42
matt,2024,32,55
matt,2024,33,60
matt,2024,34,40
matt,2024,35,56
matt,2024,36,35
matt,2024,37,39
matt,2024,38,57
oli,2024,1,43
oli,2024,2,92
oli,2024,3,64
oli,2024,4,58
oli,2024,5,73
oli,2024,6,68
oli,2024,7,37
oli,2024,8,41
oli,2024,9,66
oli,2024,10,33
oli,2024,11,74
oli,2024,12,60
oli,2024,13,75
oli,2024,14,55
oli,2024,15,57
oli,2024,16,68
oli,2024,17,71
oli,2024,18,70
oli,2024,19,77
oli,2024,20,64
oli,2024,21,65
oli,2024,22,52
oli,2024,23,60
oli,2024,24,70
oli,2024,25,59
oli,2024,26,65
oli,2024,27,56
oli,2024,28,72
oli,2024,29,70
oli,2024,30,33
oli,2024,31,45
oli,2024,32,60
oli,2024,33,73
oli,2024,34,70
oli,2024,35,38
oli,2024,36,71
oli,2024,37,54
oli,2024,38,63
roger,2024,1,53
roger,2024,2,96
roger,2024,3,60
roger,2024,4,57
roger,2024,5,59
roger,2024,6,62
roger,2024,7,38
roger,2024,8,28
roger,2024,9,52
roger,2024,10,52
roger,2024,11,64
roger,2024,12,52
roger,2024,13,66
roger,2024,14,65
roger,2024,15,50
roger,2024,16,42
roger,2024,17,46
roger,2024,18,42
roger,2024,19,88
roger,2024,20,74
roger,2024,21,62
roger,2024,22,62
roger,2024,23,52
roger,2024,24,125
roger,2024,25,99
roger,2024,26,82
roger,2024,27,44
roger,2024,28,78
roger,2024,29,55
roger,2024,30,43
roger,2024,31,41
roger,2024,32,81
roger,2024,33,88
roger,2024,34,73
roger,2024,35,30
roger,2024,36,50
roger,2024,37,37
roger,2024,38,60
saughn,2024,1,48
saughn,2024,2,40
saughn,2024,3,67
saughn,2024,4,56
saughn,2024,5,71
saughn,2024,6,55
saughn,2024,7,32
saughn,2024,8,35
saughn,2024,9,53
saughn,2024,10,40
saughn,2024,11,40
saughn,2024,12,47
saughn,2024,13,29
saughn,2024,14,81
saughn,2024,15,39
saughn,2024,16,43
saughn,2024,17,77
saughn,2024,18,53
saughn,2024,19,91
saughn,2024,20,72
saughn,2024,21,64
saughn,2024,22,49
saughn,2024,23,79
saughn,2024,24,116
saughn,2024,25,99
saughn,2024,26,72
saughn,2024,27,50
saughn,2024,28,58
saughn,2024,29,74
saughn,2024,30,51
saughn,2024,31,32
saughn,2024,32,70
saughn,2024,33,92
saughn,2024,34,81
saughn,2024,35,46
saughn,2024,36,34
saughn,2024,37,50
saughn,2024,38,53
alan,2025,1,37
allan,2025,1,52
artur,2025,1,66
charliebn,2025,1,47
flemming,2025,1,67
george,2025,1,26
iain,2025,1,47
jamie,2025,1,54
jonas,2025,1,56
mamta,2025,1,46
nielsj,2025,1,78
oli,2025,1,56
patricia,2025,1,36
roger,2025,1,59
saughn,2025,1,51
tobias,2025,1,69
alan,2025,2,75
allan,2025,2,50
artur,2025,2,39
charliebn,2025,2,43
flemming,2025,2,67
george,2025,2,67
iain,2025,2,66
jamie,2025,2,34
jonas,2025,2,54
mamta,2025,2,55
nielsj,2025,2,59
oli,2025,2,53
patricia,2025,2,59
roger,2025,2,53
saughn,2025,2,40
tobias,2025,2,56
alan,2025,3,42
allan,2025,3,41
artur,2025,3,47
charliebn,2025,3,35
flemming,2025,3,29
george,2025,3,43
iain,2025,3,66
jamie,2025,3,53
jonas,2025,3,48
mamta,2025,3,47
nielsj,2025,3,58
oli,2025,3,46
patricia,2025,3,40
roger,2025,3,61
saughn,2025,3,35
tobias,2025,3,46
alan,2025,4,58
allan,2025,4,59
artur,2025,4,70
charliebn,2025,4,44
flemming,2025,4,57
george,2025,4,46
iain,2025,4,74
jamie,2025,4,54
jonas,2025,4,78
mamta,2025,4,41
nielsj,2025,4,108
oli,2025,4,88
patricia,2025,4,61
roger,2025,4,87
saughn,2025,4,57
tobias,2025,4,86
alan,2025,5,32
allan,2025,5,54
artur,2025,5,48
charliebn,2025,5,22
flemming,2025,5,38
george,2025,5,52
iain,2025,5,53
jamie,2025,5,46
jonas,2025,5,48
mamta,2025,5,55
nielsj,2025,5,53
oli,2025,5,49
patricia,2025,5,55
roger,2025,5,28
saughn,2025,5,48
tobias,2025,5,44
alan,2025,6,39
allan,2025,6,59
artur,2025,6,59
charliebn,2025,6,32
flemming,2025,6,25
george,2025,6,44
iain,2025,6,74
jamie,2025,6,29
jonas,2025,6,32
mamta,2025,6,72
nielsj,2025,6,61
oli,2025,6,58
patricia,2025,6,23
roger,2025,6,56
saughn,2025,6,68
tobias,2025,6,62
alan,2025,7,78
allan,2025,7,43
artur,2025,7,82
charliebn,2025,7,87
flemming,2025,7,49
george,2025,7,73
iain,2025,7,78
jamie,2025,7,44
jonas,2025,7,44
mamta,2025,7,72
nielsj,2025,7,86
oli,2025,7,69
patricia,2025,7,74
roger,2025,7,81
saughn,2025,7,68
tobias,2025,7,59
alan,2025,8,62
allan,2025,8,48
artur,2025,8,81
charliebn,2025,8,51
flemming,2025,8,34
george,2025,8,49
iain,2025,8,79
jamie,2025,8,61
jonas,2025,8,31
mamta,2025,8,55
nielsj,2025,8,59
oli,2025,8,88
patricia,2025,8,67
roger,2025,8,53
saughn,2025,8,70
tobias,2025,8,82
alan,2025,9,41
allan,2025,9,43
artur,2025,9,61
charliebn,2025,9,45
flemming,2025,9,46
george,2025,9,51
iain,2025,9,48
jamie,2025,9,38
jonas,2025,9,55
mamta,2025,9,61
nielsj,2025,9,48
oli,2025,9,59
patricia,2025,9,33
roger,2025,9,58
saughn,2025,9,42
tobias,2025,9,47
alan,2025,10,70
allan,2025,10,73
artur,2025,10,70
charliebn,2025,10,68
flemming,2025,10,63
george,2025,10,47
iain,2025,10,54
jamie,2025,10,67
jonas,2025,10,65
mamta,2025,10,72
nielsj,2025,10,98
oli,2025,10,88
patricia,2025,10,81
roger,2025,10,58
saughn,2025,10,76
tobias,2025,10,83
alan,2025,11,61
allan,2025,11,69
artur,2025,11,37
charliebn,2025,11,37
flemming,2025,11,29
george,2025,11,41
iain,2025,11,69
jamie,2025,11,27
jonas,2025,11,30
mamta,2025,11,51
nielsj,2025,11,43
oli,2025,11,27
patricia,2025,11,41
roger,2025,11,57
saughn,2025,11,36
tobias,2025,11,63
alan,2025,12,33
allan,2025,12,45
artur,2025,12,30
charliebn,2025,12,36
flemming,2025,12,58
george,2025,12,38
iain,2025,12,69
jamie,2025,12,24
jonas,2025,12,50
mamta,2025,12,30
nielsj,2025,12,51
oli,2025,12,53
patricia,2025,12,47
roger,2025,12,46
saughn,2025,12,28
tobias,2025,12,59
alan,2025,13,34
allan,2025,13,50
artur,2025,13,63
charliebn,2025,13,33
flemming,2025,13,33
george,2025,13,51
iain,2025,13,42
jamie,2025,13,25
jonas,2025,13,24
mamta,2025,13,37
nielsj,2025,13,25
oli,2025,13,31
patricia,2025,13,40
roger,2025,13,28
saughn,2025,13,37
tobias,2025,13,42
alan,2025,14,64
allan,2025,14,71
artur,2025,14,60
charliebn,2025,14,70
flemming,2025,14,54
george,2025,14,43
iain,2025,14,54
jamie,2025,14,68
jonas,2025,14,60
mamta,2025,14,85
nielsj,2025,14,79
oli,2025,14,67
patricia,2025,14,85
roger,2025,14,61
saughn,2025,14,82
tobias,2025,14,75
alan,2025,15,79
allan,2025,15,65
artur,2025,15,42
charliebn,2025,15,82
flemming,2025,15,53
george,2025,15,51
iain,2025,15,69
jamie,2025,15,56
jonas,2025,15,56
mamta,2025,15,53
nielsj,2025,15,39
oli,2025,15,73
patricia,2025,15,63
roger,2025,15,43
saughn,2025,15,54
tobias,2025,15,50
alan,2025,16,58
allan,2025,16,70
artur,2025,16,94
charliebn,2025,16,52
flemming,2025,16,78
george,2025,16,33
iain,2025,16,54
jamie,2025,16,53
jonas,2025,16,64
mamta,2025,16,65
nielsj,2025,16,71
oli,2025,16,79
patricia,2025,16,55
roger,2025,16,56
saughn,2025,16,78
tobias,2025,16,84
alan,2025,17,67
allan,2025,17,76
artur,2025,17,71
charliebn,2025,17,67
flemming,2025,17,50
george,2025,17,31
iain,2025,17,71
jamie,2025,17,77
jonas,2025,17,76
mamta,2025,17,78
nielsj,2025,17,58
oli,2025,17,70
patricia,2025,17,74
roger,2025,17,38
saughn,2025,17,73
tobias,2025,17,92
alan,2025,18,55
allan,2025,18,49
artur,2025,18,47
charliebn,2025,18,50
flemming,2025,18,65
george,2025,18,72
iain,2025,18,59
jamie,2025,18,35
jonas,2025,18,57
mamta,2025,18,65
nielsj,2025,18,42
oli,2025,18,42
patricia,2025,18,47
roger,2025,18,45
saughn,2025,18,49
tobias,2025,18,64
alan,2025,19,44
allan,2025,19,29
artur,2025,19,36
charliebn,2025,19,41
flemming,2025,19,41
george,2025,19,39
iain,2025,19,30
jamie,2025,19,48
jonas,2025,19,31
mamta,2025,19,38
nielsj,2025,19,38
oli,2025,19,38
patricia,2025,19,39
roger,2025,19,38
saughn,2025,19,38
tobias,2025,19,31
alan,2025,20,41
allan,2025,20,38
artur,2025,20,58
charliebn,2025,20,52
flemming,2025,20,28
george,2025,20,41
iain,2025,20,46
jamie,2025,20,52
jonas,2025,20,41
mamta,2025,20,41
nielsj,2025,20,72
oli,2025,20,54
patricia,2025,20,56
roger,2025,20,57
saughn,2025,20,33
tobias,2025,20,38
alan,2025,21,55
allan,2025,21,63
artur,2025,21,45
charliebn,2025,21,64
flemming,2025,21,37
george,2025,21,60
iain,2025,21,52
jamie,2025,21,73
jonas,2025,21,61
mamta,2025,21,65
nielsj,2025,21,61
oli,2025,21,64
patricia,2025,21,68
roger,2025,21,42
saughn,2025,21,69
tobias,2025,21,66
alan,2025,22,38
allan,2025,22,44
artur,2025,22,36
charliebn,2025,22,34
flemming,2025,22,25
george,2025,22,44
iain,2025,22,37
jamie,2025,22,43
jonas,2025,22,35
mamta,2025,22,28
nielsj,2025,22,44
oli,2025,22,45
patricia,2025,22,37
roger,2025,22,30
saughn,2025,22,34
tobias,2025,22,40
alan,2025,23,48
allan,2025,23,31
artur,2025,23,62
charliebn,2025,23,20
flemming,2025,23,33
george,2025,23,45
iain,2025,23,56
jamie,2025,23,49
jonas,2025,23,58
mamta,2025,23,28
nielsj,2025,23,34
oli,2025,23,43
patricia,2025,23,50
roger,2025,23,37
saughn,2025,23,58
tobias,2025,23,51
alan,2025,24,43
allan,2025,24,66
artur,2025,24,32
charliebn,2025,24,43
flemming,2025,24,38
george,2025,24,45
iain,2025,24,43
jamie,2025,24,59
jonas,2025,24,44
mamta,2025,24,49
nielsj,2025,24,57
oli,2025,24,71
patricia,2025,24,55
roger,2025,24,72
saughn,2025,24,55
tobias,2025,24,62
